ID,LATITUDE,LONGTITUDE,RIVER,SMPDAT,YEAR,CLASS,DO,BOD,COD,SS,pH,AN
230,2.777633,101.752050,JIJAN,8/11/2013,2013,II,0.531,0.065,0.076,0.006,0.515,0.016
231,2.787183,101.750766,JIJAN,11/12/2013,2013,II,0.536,0.065,0.067,0.015,0.593,0.024
232,2.787183,101.750766,BATANG LABU,30/11/2013,2013,III,0.405,0.261,0.232,0.010,0.554,0.031
233,2.789450,101.739816,BATANG LABU,30/10/2013,2013,III,0.426,0.196,0.179,0.022,0.548,0.132
234,2.397600,101.982366,BATANG LABU,19/12/2013,2013,II,0.425,0.109,0.095,0.005,0.516,0.060
235,2.815250,101.512116,LANGAT,10/1/2014,2014,III,0.356,0.087,0.084,0.001,0.300,0.078
236,2.855566,101.681266,LANGAT,10/1/2014,2014,III,0.380,0.109,0.099,0.019,0.587,0.091
237,2.992033,101.785800,LANGAT,10/1/2014,2014,III,0.404,0.174,0.163,0.016,0.607,0.093
238,3.041000,101.773133,LANGAT,10/1/2014,2014,III,0.248,0.239,0.215,0.013,0.594,0.094
239,2.888283,101.828900,PAJAM,10/1/2014,2014,III,0.424,0.152,0.147,0.008,0.607,0.180
240,2.801816,101.791466,BATANG NILAI,10/1/2014,2014,III,0.392,0.283,0.246,0.002,0.610,0.738
241,2.777683,101.751983,JIJAN,10/1/2014,2014,II,0.586,0.065,0.070,0.012,0.538,0.024
242,2.777683,101.751983,JIJAN,6/2/2014,2014,II,0.591,0.043,0.066,0.001,0.726,0.047
243,2.801816,101.791466,BATANG NILAI,6/2/2014,2014,III,0.578,0.348,0.293,0.004,0.745,0.828
244,2.815250,101.512116,LANGAT,6/2/2014,2014,III,0.308,0.109,0.100,0.013,0.591,0.063
245,2.855566,101.681266,LANGAT,6/2/2014,2014,III,0.347,0.261,0.221,0.037,0.731,0.137
246,2.855566,101.681266,LANGAT,5/2/2014,2014,III,0.487,0.109,0.134,0.004,0.648,0.267
247,2.888283,101.828900,PAJAM,6/2/2014,2014,III,0.616,0.174,0.143,0.002,0.672,0.221
248,2.992033,101.785800,LANGAT,6/2/2014,2014,III,0.250,0.239,0.202,0.008,0.667,0.419
249,3.008816,101.868916,SEMENYIH,6/2/2014,2014,II,0.593,0.087,0.090,0.007,0.715,0.021
250,3.041000,101.773133,LANGAT,6/2/2014,2014,III,0.273,0.239,0.197,0.012,0.648,0.408
251,3.111283,101.816816,LANGAT,5/2/2014,2014,I,0.687,0.022,0.053,0.001,0.694,0.004
252,3.167400,101.850566,LANGAT,5/2/2014,2014,II,0.638,0.043,0.046,0.000,0.708,0.014
253,3.173766,101.869250,LUI,5/2/2014,2014,I,0.662,0.043,0.021,0.000,0.690,0.005
254,2.815250,101.512116,LANGAT,8/3/2014,2014,III,0.312,0.130,0.102,0.029,0.586,0.008
255,2.855566,101.681266,LANGAT,8/3/2014,2014,III,0.187,0.283,0.227,0.011,0.669,0.022
256,2.855566,101.681266,LANGAT,6/3/2014,2014,II,0.505,0.196,0.156,0.007,0.795,0.006
257,2.992033,101.785800,LANGAT,6/3/2014,2014,IV,0.148,0.565,0.496,0.031,0.697,0.343
258,3.041000,101.773133,LANGAT,6/3/2014,2014,IV,0.352,0.348,0.317,0.020,0.665,0.343
259,2.888283,101.828900,PAJAM,6/3/2014,2014,III,0.585,0.217,0.226,0.012,0.775,0.037
260,2.801816,101.791466,BATANG NILAI,6/3/2014,2014,III,0.576,0.348,0.404,0.003,0.813,0.660
261,2.815250,101.512116,LANGAT,6/4/2014,2014,III,0.447,0.065,0.088,0.025,0.468,0.041
262,2.855566,101.681266,LANGAT,6/4/2014,2014,III,0.537,0.174,0.112,0.016,0.548,0.083
263,2.992033,101.785800,LANGAT,2/4/2014,2014,III,0.299,0.261,0.171,0.021,0.628,0.168
264,3.167400,101.850566,LANGAT,2/4/2014,2014,II,0.668,0.109,0.080,0.001,0.601,0.003
265,3.008816,101.868916,SEMENYIH,3/4/2014,2014,II,0.586,0.130,0.096,0.006,0.603,0.003
266,3.173766,101.869250,LUI,2/4/2014,2014,I,0.660,0.043,0.055,0.001,0.596,0.001
267,3.041000,101.773133,LANGAT,2/4/2014,2014,III,0.347,0.239,0.185,0.018,0.564,0.158
268,3.111283,101.816816,LANGAT,2/4/2014,2014,II,0.682,0.087,0.071,0.004,0.632,0.007
269,2.888283,101.828900,PAJAM,6/4/2014,2014,III,0.509,0.130,0.094,0.024,0.573,0.137
270,2.801816,101.791466,BATANG NILAI,6/4/2014,2014,III,0.562,0.261,0.185,0.001,0.562,0.626
271,2.777683,101.751983,JIJAN,6/4/2014,2014,II,0.655,0.065,0.070,0.036,0.598,0.016
272,2.815250,101.512116,LANGAT,9/5/2014,2014,III,0.380,0.109,0.087,0.001,0.174,0.084
273,2.855566,101.681266,LANGAT,9/5/2014,2014,III,0.300,0.109,0.080,0.019,0.550,0.039
274,2.855566,101.681266,LANGAT,9/5/2014,2014,III,0.416,0.174,0.132,0.036,0.566,0.036
275,2.992033,101.785800,LANGAT,7/5/2014,2014,III,0.266,0.326,0.252,0.008,0.538,0.231
276,2.892483,101.083600,SEMENYIH,7/5/2014,2014,III,0.418,0.174,0.146,0.020,0.587,0.010
277,3.041000,101.773133,LANGAT,7/5/2014,2014,IV,0.238,0.348,0.306,0.012,0.523,0.155
278,2.888283,101.828900,PAJAM,7/5/2014,2014,III,0.458,0.283,0.226,0.074,0.573,0.122
279,2.801816,101.791466,BATANG NILAI,7/5/2014,2014,III,0.599,0.500,0.322,0.002,0.625,0.284
280,2.787183,101.750766,BATANG LABU,7/5/2014,2014,III,0.437,0.196,0.165,0.017,0.621,0.029
281,2.855566,101.681266,LANGAT,6/6/2014,2014,III,0.351,0.130,0.100,0.020,0.580,0.072
282,2.855566,101.681266,LANGAT,6/6/2014,2014,III,0.498,0.348,0.277,0.025,0.575,0.060
283,2.992033,101.785800,LANGAT,6/6/2014,2014,III,0.508,0.239,0.207,0.016,0.635,0.105
284,3.041000,101.773133,LANGAT,6/6/2014,2014,III,0.507,0.326,0.241,0.038,0.557,0.167
285,2.888283,101.828900,PAJAM,4/6/2014,2014,III,0.517,0.109,0.080,0.007,0.562,0.167
286,2.801816,101.791466,BATANG NILAI,4/6/2014,2014,III,0.513,0.130,0.154,0.003,0.589,0.264
287,2.864966,101.437483,LANGAT,4/7/2014,2014,II,0.432,0.196,0.149,0.015,0.500,0.001
288,2.815250,101.512116,LANGAT,4/7/2014,2014,III,0.263,0.196,0.161,0.013,0.598,0.000
289,2.855566,101.681266,LANGAT,4/7/2014,2014,III,0.472,0.174,0.144,0.012,0.612,0.147
290,2.992033,101.785800,LANGAT,4/7/2014,2014,IV,0.241,0.348,0.293,0.010,0.548,0.264
291,3.167400,101.850566,LANGAT,4/7/2014,2014,II,0.739,0.109,0.076,0.000,0.621,0.004
292,2.892483,101.083600,SEMENYIH,7/7/2014,2014,III,0.382,0.174,0.149,0.012,0.635,0.059
293,3.008816,101.868916,SEMENYIH,4/7/2014,2014,II,0.540,0.174,0.143,0.015,0.586,0.001
294,3.173766,101.869250,LUI,4/7/2014,2014,II,0.663,0.065,0.061,0.001,0.596,0.003
295,3.041000,101.773133,LANGAT,4/7/2014,2014,III,0.455,0.370,0.298,0.009,0.564,0.261
296,3.111283,101.816816,LANGAT,4/7/2014,2014,II,0.669,0.087,0.071,0.001,0.641,0.017
297,2.888283,101.828900,PAJAM,4/7/2014,2014,III,0.518,0.196,0.131,0.009,0.562,0.063
298,2.801816,101.791466,BATANG NILAI,4/7/2014,2014,III,0.676,0.283,0.205,0.006,0.614,0.470
299,2.777683,101.751983,JIJAN,4/7/2014,2014,II,0.508,0.130,0.090,0.009,0.660,0.090
300,2.787183,101.750766,BATANG LABU,7/7/2014,2014,III,0.380,0.239,0.192,0.012,0.674,0.121
301,2.855566,101.681266,LANGAT,7/8/2014,2014,III,0.291,0.087,0.075,0.014,0.642,0.073
302,2.855566,101.681266,LANGAT,7/8/2014,2014,III,0.422,0.152,0.112,0.011,0.623,0.393
303,2.992033,101.785800,LANGAT,7/8/2014,2014,III,0.252,0.239,0.164,0.014,0.506,0.288
304,3.041000,101.773133,LANGAT,7/8/2014,2014,III,0.417,0.413,0.325,0.015,0.539,0.286
305,2.888283,101.828900,PAJAM,7/8/2014,2014,III,0.447,0.391,0.278,0.017,0.596,0.093
306,2.801816,101.791466,BATANG NILAI,7/8/2014,2014,III,0.415,0.196,0.143,0.006,0.598,0.337
307,2.864966,101.437483,LANGAT,7/9/2014,2014,III,0.383,0.152,0.207,0.006,0.552,0.014
308,2.815250,101.512116,LANGAT,7/9/2014,2014,III,0.335,0.152,0.198,0.015,0.554,0.101
309,2.855566,101.681266,LANGAT,7/9/2014,2014,III,0.473,0.152,0.170,0.004,0.561,0.199
310,3.041000,101.773133,LANGAT,4/9/2014,2014,IV,0.338,0.391,0.457,0.012,0.598,0.193
311,2.992033,101.785800,LANGAT,4/9/2014,2014,III,0.385,0.261,0.278,0.010,0.621,0.224
312,2.888283,101.828900,PAJAM,4/9/2014,2014,III,0.560,0.739,0.678,0.017,0.664,0.153
313,2.801816,101.791466,BATANG NILAI,7/9/2014,2014,III,0.572,0.196,0.278,0.001,0.669,0.497
314,2.815250,101.512116,LANGAT,10/10/2014,2014,III,0.462,0.152,0.167,0.028,0.518,0.105
315,2.855566,101.681266,LANGAT,10/10/2014,2014,III,0.473,0.130,0.143,0.011,0.582,0.138
316,2.992033,101.785800,LANGAT,10/10/2014,2014,III,0.317,0.217,0.228,0.011,0.605,0.137
317,3.167400,101.850566,LANGAT,10/10/2014,2014,II,0.764,0.065,0.060,0.001,0.649,0.002
318,2.892483,101.083600,SEMENYIH,10/10/2014,2014,III,0.438,0.152,0.170,0.044,0.571,0.007
319,3.008816,101.868916,SEMENYIH,10/10/2014,2014,II,0.611,0.152,0.125,0.021,0.621,0.007
320,3.173766,101.869250,LUI,10/10/2014,2014,II,0.669,0.065,0.059,0.003,0.614,0.002
321,3.041000,101.773133,LANGAT,10/10/2014,2014,III,0.491,0.174,0.207,0.012,0.587,0.126
322,3.111283,101.816816,LANGAT,10/10/2014,2014,II,0.692,0.065,0.056,0.007,0.713,0.007
323,2.888283,101.828900,PAJAM,9/10/2014,2014,III,0.478,0.109,0.145,0.016,0.577,0.483
324,2.801816,101.791466,BATANG NILAI,9/10/2014,2014,III,0.735,0.130,0.131,0.001,0.587,0.473
325,2.777683,101.751983,JIJAN,9/10/2014,2014,II,0.562,0.087,0.073,0.003,0.463,0.065
326,2.787183,101.750766,BATANG LABU,10/10/2014,2014,III,0.455,0.087,0.112,0.007,0.550,0.088
327,2.864966,101.437483,LANGAT,3/11/2014,2014,II,0.355,0.065,0.057,0.001,0.562,0.072
328,2.815250,101.512116,LANGAT,3/11/2014,2014,III,0.406,0.130,0.085,0.003,0.509,0.072
329,2.855566,101.681266,LANGAT,3/11/2014,2014,III,0.492,0.130,0.109,0.014,0.444,0.089
330,2.992033,101.785800,LANGAT,3/11/2014,2014,III,0.449,0.130,0.112,0.013,0.619,0.129
331,2.892483,101.083600,SEMENYIH,3/11/2014,2014,III,0.462,0.130,0.092,0.016,0.460,0.056
332,3.041000,101.773133,LANGAT,3/11/2014,2014,III,0.429,0.130,0.134,0.015,0.609,0.127
333,2.888283,101.828900,PAJAM,3/11/2014,2014,III,0.550,0.130,0.120,0.031,0.587,0.119
334,2.801816,101.791466,BATANG NILAI,3/11/2014,2014,I,0.511,0.217,0.186,0.035,0.541,0.272
335,2.787183,101.750766,BATANG LABU,3/11/2014,2014,III,0.462,0.217,0.159,0.010,0.490,0.053
336,2.815250,101.512116,LANGAT,4/12/2014,2014,III,0.324,0.130,0.087,0.009,0.062,0.104
337,2.855566,101.681266,LANGAT,4/12/2014,2014,III,0.525,0.130,0.100,0.027,0.513,0.069
338,2.992033,101.785800,LANGAT,4/12/2014,2014,II,0.570,0.087,0.080,0.019,0.617,0.078
339,3.041000,101.773133,LANGAT,4/12/2014,2014,II,0.568,0.065,0.060,0.020,0.649,0.077
340,2.888283,101.828900,PAJAM,4/12/2014,2014,III,0.537,0.087,0.081,0.016,0.586,0.175
341,2.801816,101.791466,BATANG NILAI,4/12/2014,2014,III,0.452,0.174,0.216,0.013,0.586,0.059
342,2.864966,101.437483,LANGAT,7/1/2015,2015,III,0.525,0.196,0.190,0.042,0.397,0.084
343,2.815250,101.512116,LANGAT,9/1/2015,2015,II,0.418,0.065,0.064,0.001,0.426,0.039
344,2.855566,101.681266,LANGAT,7/1/2015,2015,III,0.600,0.130,0.113,0.017,0.575,0.081
345,2.992033,101.785800,LANGAT,7/1/2015,2015,II,0.714,0.152,0.119,0.010,0.644,0.097
346,3.041000,101.773133,LANGAT,7/1/2015,2015,II,0.719,0.065,0.063,0.010,0.637,0.101
347,2.888283,101.828900,PAJAM,7/1/2015,2015,II,0.834,0.043,0.035,0.025,0.678,0.111
348,2.801816,101.791466,BATANG NILAI,7/1/2015,2015,IV,0.792,0.630,0.581,0.045,0.662,0.246
349,2.864966,101.437483,LANGAT,4/3/2015,2015,III,0.366,0.109,0.052,0.016,0.587,0.044
350,2.815250,101.512116,LANGAT,4/3/2015,2015,III,0.415,0.152,0.076,0.029,0.646,0.006
351,2.855566,101.681266,LANGAT,4/3/2015,2015,III,0.446,0.130,0.082,0.005,0.642,0.132
352,2.992033,101.785800,LANGAT,4/3/2015,2015,III,0.218,0.109,0.125,0.012,0.586,0.296
353,3.041000,101.773133,LANGAT,4/3/2015,2015,IV,0.220,0.348,0.277,0.038,0.582,0.293
354,2.888283,101.828900,PAJAM,4/3/2015,2015,III,0.565,0.348,0.240,0.046,0.646,0.094
355,2.801816,101.791466,BATANG NILAI,4/3/2015,2015,III,0.463,0.413,0.313,0.001,0.658,0.507
356,2.855566,101.681266,LANGAT,5/4/2015,2015,III,0.285,0.174,0.216,0.021,0.570,0.084
357,2.855566,101.681266,LANGAT,5/4/2015,2015,III,0.358,0.130,0.125,0.001,0.550,0.085
358,2.992033,101.785800,LANGAT,5/4/2015,2015,IV,0.191,0.348,0.362,0.009,0.578,0.140
359,2.892483,101.083600,SEMENYIH,5/4/2015,2015,III,0.319,0.152,0.179,0.028,0.557,0.042
360,3.041000,101.773133,LANGAT,5/4/2015,2015,IV,0.215,0.391,0.289,0.005,0.596,0.151
361,2.888283,101.828900,PAJAM,5/4/2015,2015,III,0.451,0.196,0.198,0.017,0.641,0.077
362,2.801816,101.791466,BATANG NILAI,5/4/2015,2015,IV,0.286,0.913,1.000,0.051,0.628,0.274
363,2.787183,101.750766,BATANG LABU,5/4/2015,2015,III,0.333,0.174,0.185,0.005,0.598,0.203
364,2.864966,101.437483,LANGAT,8/5/2015,2015,III,0.258,0.217,0.173,0.068,0.516,0.004
365,2.815250,101.512116,LANGAT,8/5/2015,2015,III,0.326,0.152,0.082,0.027,0.589,0.097
366,2.855566,101.681266,LANGAT,8/5/2015,2015,III,0.481,0.109,0.082,0.025,0.601,0.124
367,2.992033,101.785800,LANGAT,8/5/2015,2015,III,0.261,0.283,0.228,0.009,0.641,0.171
368,3.167400,101.850566,LANGAT,8/5/2015,2015,II,0.653,0.065,0.052,0.001,0.704,0.016
369,3.008816,101.868916,SEMENYIH,8/5/2015,2015,III,0.569,0.196,0.240,0.032,0.687,0.001
370,3.173766,101.869250,LUI,8/5/2015,2015,I,0.653,0.065,0.040,0.001,0.683,0.000
371,3.041000,101.773133,LANGAT,8/5/2015,2015,III,0.302,0.283,0.204,0.008,0.593,0.181
372,3.111283,101.816816,LANGAT,8/5/2015,2015,II,0.646,0.065,0.058,0.005,0.729,0.001
373,2.888283,101.828900,PAJAM,8/5/2015,2015,II,0.459,0.087,0.052,0.010,0.625,0.066
374,2.801816,101.791466,BATANG NILAI,8/5/2015,2015,III,0.526,0.174,0.191,0.005,0.648,0.329
375,2.777683,101.751983,JIJAN,8/5/2015,2015,II,0.560,0.065,0.052,0.015,0.655,0.014
376,2.855566,101.681266,LANGAT,12/6/2015,2015,III,0.389,0.239,0.246,0.003,0.531,0.149
377,2.855566,101.681266,LANGAT,12/6/2015,2015,III,0.387,0.174,0.137,0.020,0.609,0.157
378,2.992033,101.785800,LANGAT,12/6/2015,2015,IV,0.228,0.457,0.319,0.063,0.591,0.130
379,2.892483,101.083600,SEMENYIH,4/6/2015,2015,II,0.473,0.065,0.052,0.053,0.589,0.046
380,3.041000,101.773133,LANGAT,12/6/2015,2015,III,0.330,0.196,0.204,0.048,0.713,0.111
381,2.888283,101.828900,PAJAM,12/6/2015,2015,III,0.392,0.217,0.216,0.070,0.632,0.142
382,2.801816,101.791466,BATANG NILAI,12/6/2015,2015,III,0.341,0.065,0.064,0.002,0.664,0.172
383,2.787183,101.750766,BATANG LABU,4/6/2015,2015,II,0.469,0.109,0.082,0.006,0.587,0.047
384,2.864966,101.437483,LANGAT,1/7/2015,2015,III,0.400,0.239,0.283,0.012,0.632,0.110
385,2.815250,101.512116,LANGAT,1/7/2015,2015,IV,0.222,0.391,0.380,0.044,0.561,0.255
386,2.855566,101.681266,LANGAT,1/7/2015,2015,III,0.333,0.109,0.155,0.007,0.612,0.305
387,2.992033,101.785800,LANGAT,1/7/2015,2015,IV,0.227,0.261,0.222,0.015,0.641,0.455
388,3.041000,101.773133,LANGAT,1/7/2015,2015,IV,0.173,0.261,0.198,0.015,0.593,0.479
389,2.888283,101.828900,PAJAM,1/7/2015,2015,II,0.520,0.087,0.119,0.028,0.706,0.005
390,2.801816,101.791466,BATANG NILAI,1/7/2015,2015,III,0.564,0.196,0.258,0.001,0.706,0.221
391,2.855566,101.681266,LANGAT,4/2/2015,2015,III,0.261,0.174,0.195,0.016,0.215,0.115
392,2.855566,101.681266,LANGAT,4/2/2015,2015,III,0.447,0.087,0.082,0.005,0.523,0.216
393,2.992033,101.785800,LANGAT,4/2/2015,2015,III,0.375,0.130,0.175,0.009,0.557,0.264
394,3.167400,101.850566,LANGAT,4/2/2015,2015,I,0.731,0.043,0.063,0.000,0.617,0.007
395,3.008816,101.868916,SEMENYIH,4/2/2015,2015,II,0.737,0.043,0.078,0.005,0.596,0.011
396,3.173766,101.869250,LUI,4/2/2015,2015,II,0.722,0.065,0.110,0.000,0.582,0.001
397,3.041000,101.773133,LANGAT,4/2/2015,2015,III,0.315,0.109,0.080,0.010,0.552,0.273
398,3.111283,101.816816,LANGAT,4/2/2015,2015,II,0.707,0.043,0.033,0.003,0.605,0.011
399,2.888283,101.828900,PAJAM,4/2/2015,2015,III,0.534,0.065,0.133,0.016,0.591,0.130
400,2.801816,101.791466,BATANG NILAI,4/2/2015,2015,III,0.536,0.283,0.195,0.000,0.655,0.815
401,2.777683,101.751983,JIJAN,4/2/2015,2015,II,0.553,0.022,0.031,0.000,0.500,0.053
402,2.815250,101.512116,LANGAT,5/8/2015,2015,III,0.528,0.196,0.167,0.013,0.580,0.232
403,2.855566,101.681266,LANGAT,7/8/2015,2015,III,0.529,0.109,0.100,0.009,0.641,0.153
404,2.992033,101.785800,LANGAT,5/8/2015,2015,III,0.491,0.152,0.362,0.012,0.639,0.226
405,3.167400,101.850566,LANGAT,5/8/2015,2015,II,0.668,0.043,0.076,0.000,0.713,0.001
406,2.892483,101.083600,SEMENYIH,7/8/2015,2015,III,0.393,0.087,0.088,0.028,0.642,0.017
407,3.008816,101.868916,SEMENYIH,5/8/2015,2015,II,0.561,0.174,0.234,0.016,0.637,0.003
408,3.173766,101.869250,LUI,5/8/2015,2015,I,0.634,0.022,0.040,0.000,0.669,0.000
409,3.041000,101.773133,LANGAT,5/8/2015,2015,III,0.570,0.457,0.422,0.008,0.573,0.212
410,3.111283,101.816816,LANGAT,5/8/2015,2015,II,0.896,0.043,0.082,0.000,0.743,0.002
411,2.888283,101.828900,PAJAM,5/8/2015,2015,III,0.508,0.152,0.119,0.009,0.619,0.141
412,2.801816,101.791466,BATANG NILAI,5/8/2015,2015,III,0.485,0.370,0.422,0.003,0.804,0.635
413,2.777683,101.751983,JIJAN,5/8/2015,2015,II,0.551,0.130,0.106,0.002,0.770,0.041
414,2.787183,101.750766,BATANG LABU,7/8/2015,2015,II,0.684,0.065,0.076,0.004,0.672,0.147
415,2.864966,101.437483,LANGAT,7/9/2015,2015,II,0.513,0.130,0.157,0.002,0.578,0.056
416,2.815250,101.512116,LANGAT,7/9/2015,2015,III,0.188,0.109,0.119,0.009,0.633,0.035
417,2.855566,101.681266,LANGAT,7/9/2015,2015,III,0.398,0.087,0.083,0.009,0.667,0.211
418,2.992033,101.785800,LANGAT,7/9/2015,2015,III,0.279,0.087,0.078,0.013,0.619,0.297
419,3.041000,101.773133,LANGAT,7/9/2015,2015,III,0.267,0.152,0.092,0.009,0.674,0.285
420,2.888283,101.828900,PAJAM,7/9/2015,2015,III,0.423,0.087,0.070,0.013,0.662,0.124
421,2.801816,101.791466,BATANG NILAI,7/9/2015,2015,III,0.439,0.261,0.230,0.004,0.692,0.632
422,2.815250,101.512116,LANGAT,8/10/2015,2015,III,0.279,0.174,0.216,0.026,0.543,0.008
423,2.855566,101.681266,LANGAT,7/10/2015,2015,III,0.279,0.130,0.175,0.026,0.587,0.159
424,2.992033,101.785800,LANGAT,8/10/2015,2015,III,0.305,0.457,0.289,0.009,0.626,0.016
425,2.892483,101.083600,SEMENYIH,8/10/2015,2015,III,0.363,0.130,0.119,0.029,0.651,0.002
426,3.041000,101.773133,LANGAT,8/10/2015,2015,III,0.321,0.130,0.092,0.016,0.612,0.016
427,2.888283,101.828900,PAJAM,7/10/2015,2015,III,0.342,0.152,0.201,0.029,0.575,0.413
428,2.801816,101.791466,BATANG NILAI,9/10/2015,2015,II,0.599,0.109,0.163,0.009,0.639,0.023
429,2.787183,101.750766,BATANG LABU,8/10/2015,2015,II,0.463,0.130,0.102,0.007,0.596,0.000
430,2.864966,101.437483,LANGAT,6/11/2015,2015,II,0.396,0.152,0.214,0.000,0.353,0.002
431,2.855566,101.681266,LANGAT,6/11/2015,2015,III,0.352,0.130,0.143,0.000,0.238,0.003
432,2.855566,101.681266,LANGAT,4/11/2015,2015,III,0.537,0.217,0.187,0.041,0.671,0.002
433,2.992033,101.785800,LANGAT,4/11/2015,2015,II,0.561,0.196,0.157,0.012,0.623,0.002
434,3.167400,101.850566,LANGAT,4/11/2015,2015,II,0.715,0.217,0.148,0.002,0.717,0.002
435,3.008816,101.868916,SEMENYIH,4/11/2015,2015,II,0.667,0.174,0.178,0.042,0.671,0.003
436,3.173766,101.869250,LUI,4/11/2015,2015,II,0.667,0.239,0.185,0.017,0.678,0.001
437,3.041000,101.773133,LANGAT,4/11/2015,2015,II,0.612,0.217,0.240,0.014,0.653,0.000
438,3.111283,101.816816,LANGAT,4/11/2015,2015,II,0.659,0.174,0.176,0.010,0.722,0.000
439,2.888283,101.828900,PAJAM,4/11/2015,2015,III,0.529,0.217,0.241,0.059,0.651,0.045
440,2.801816,101.791466,BATANG NILAI,4/11/2015,2015,IV,0.422,0.720,0.450,0.004,0.665,0.242
441,2.777683,101.751983,JIJAN,4/11/2015,2015,II,0.581,0.174,0.167,0.009,0.696,0.008
442,2.855566,101.681266,LANGAT,1/12/2015,2015,II,0.402,0.109,0.138,0.021,0.552,0.000
443,2.855566,101.681266,LANGAT,1/12/2015,2015,III,0.484,0.109,0.108,0.032,0.587,0.030
444,2.992033,101.785800,LANGAT,1/12/2015,2015,II,0.518,0.109,0.105,0.009,0.729,0.007
445,3.041000,101.773133,LANGAT,1/12/2015,2015,II,0.609,0.109,0.110,0.005,0.708,0.008
446,2.888283,101.828900,PAJAM,1/12/2015,2015,II,0.512,0.087,0.085,0.010,0.735,0.007
447,2.801816,101.791466,BATANG NILAI,1/12/2015,2015,III,0.590,0.065,0.060,0.003,0.708,0.014
448,2.864966,101.437483,LANGAT,7/1/2016,2016,III,0.407,0.326,0.218,0.004,0.550,0.147
449,2.815250,101.512116,LANGAT,7/1/2016,2016,III,0.427,0.283,0.253,0.046,0.667,0.247
450,2.855566,101.681266,LANGAT,7/1/2016,2016,III,0.292,0.109,0.162,0.015,0.616,0.304
451,2.992033,101.785800,LANGAT,7/1/2016,2016,III,0.288,0.109,0.087,0.011,0.692,0.351
452,3.041000,101.773133,LANGAT,7/1/2016,2016,III,0.412,0.109,0.112,0.008,0.639,0.335
453,2.888283,101.828900,PAJAM,7/1/2016,2016,III,0.491,0.087,0.150,0.009,0.711,0.236
454,2.801816,101.791466,BATANG NILAI,7/1/2016,2016,III,0.383,0.217,0.319,0.003,0.692,0.710
455,02 53 694,101 41 044,CHUAU,17/1/2016,2016,II,0.579,0.087,0.064,0.001,0.662,0.013
456,2.970100,101.693533,CHUAU,17/1/2016,2016,III,0.285,0.109,0.070,0.003,0.687,0.020
